sensor,buoy,depth,day_of_year,month,temperature
Niagara_Bottom,Niagara,Bottom,210,July,4.25
Niagara_Bottom,Niagara,Bottom,211,July,4.25
Niagara_Bottom,Niagara,Bottom,212,July,4.375
Niagara_Bottom,Niagara,Bottom,213,July,4.470833333333333
Niagara_Bottom,Niagara,Bottom,213,August,4.491666666666667
Niagara_Bottom,Niagara,Bottom,214,August,4.4437500000000005
Niagara_Bottom,Niagara,Bottom,215,August,4.433333333333334
Niagara_Bottom,Niagara,Bottom,216,August,4.579166666666667
Niagara_Bottom,Niagara,Bottom,217,August,4.504166666666666
Niagara_Bottom,Niagara,Bottom,218,August,4.45
Niagara_Bottom,Niagara,Bottom,219,August,4.358333333333333
Niagara_Bottom,Niagara,Bottom,220,August,4.34375
Niagara_Bottom,Niagara,Bottom,221,August,4.46875
Niagara_Bottom,Niagara,Bottom,222,August,4.36875
Niagara_Bottom,Niagara,Bottom,223,August,4.366666666666667
Niagara_Bottom,Niagara,Bottom,224,August,4.289583333333334
Niagara_Bottom,Niagara,Bottom,225,August,4.289583333333333
Niagara_Bottom,Niagara,Bottom,226,August,4.233333333333333
Niagara_Bottom,Niagara,Bottom,227,August,4.158333333333333
Niagara_Bottom,Niagara,Bottom,228,August,4.108333333333333
Niagara_Bottom,Niagara,Bottom,229,August,4.05625
Niagara_Bottom,Niagara,Bottom,230,August,4.15
Niagara_Bottom,Niagara,Bottom,231,August,4.28125
Niagara_Bottom,Niagara,Bottom,232,August,4.302083333333333
Niagara_Bottom,Niagara,Bottom,233,August,4.4125
Niagara_Bottom,Niagara,Bottom,234,August,4.504166666666666
Niagara_Bottom,Niagara,Bottom,235,August,4.4875
Niagara_Bottom,Niagara,Bottom,236,August,4.435416666666667
Niagara_Bottom,Niagara,Bottom,237,August,4.416666666666666
Niagara_Bottom,Niagara,Bottom,238,August,4.254166666666666
Niagara_Bottom,Niagara,Bottom,239,August,4.277083333333334
Niagara_Bottom,Niagara,Bottom,240,August,4.364583333333333
Niagara_Bottom,Niagara,Bottom,241,August,4.296428571428572
Niagara_Bottom,Niagara,Bottom,242,August,4.195833333333334
Niagara_Bottom,Niagara,Bottom,243,August,4.3
Niagara_Bottom,Niagara,Bottom,244,August,4.816666666666666
Niagara_Bottom,Niagara,Bottom,245,September,4.7125
Niagara_Bottom,Niagara,Bottom,246,September,4.239534883720931
Niagara_Bottom,Niagara,Bottom,247,September,4.1125
Niagara_Bottom,Niagara,Bottom,248,September,4.060416666666667
Niagara_Bottom,Niagara,Bottom,249,September,4.081690140845071
Niagara_Bottom,Niagara,Bottom,250,September,4.294444444444444
Niagara_Bottom,Niagara,Bottom,251,September,4.316666666666666
Niagara_Bottom,Niagara,Bottom,252,September,4.351388888888889
Niagara_Bottom,Niagara,Bottom,253,September,4.625000000000001
Niagara_Bottom,Niagara,Bottom,254,September,4.326388888888889
Niagara_Bottom,Niagara,Bottom,255,September,4.045833333333333
Niagara_Bottom,Niagara,Bottom,256,September,4.008333333333334
Niagara_Bottom,Niagara,Bottom,257,September,4.033333333333333
Niagara_Bottom,Niagara,Bottom,258,September,4.0875
Niagara_Bottom,Niagara,Bottom,259,September,4.190277777777778
Niagara_Bottom,Niagara,Bottom,260,September,4.138888888888889
Niagara_Bottom,Niagara,Bottom,261,September,4.138888888888888
Niagara_Bottom,Niagara,Bottom,262,September,4.534722222222223
Niagara_Bottom,Niagara,Bottom,263,September,4.4013888888888895
Niagara_Bottom,Niagara,Bottom,264,September,3.9187499999999997
Niagara_Bottom,Niagara,Bottom,265,September,3.9166666666666665
Niagara_Bottom,Niagara,Bottom,266,September,3.9375
Niagara_Bottom,Niagara,Bottom,267,September,3.9666666666666663
Niagara_Bottom,Niagara,Bottom,268,September,4.122916666666667
Niagara_Bottom,Niagara,Bottom,269,September,4.1875
Niagara_Bottom,Niagara,Bottom,270,September,4.370833333333334
Niagara_Bottom,Niagara,Bottom,271,September,4.354166666666667
Niagara_Bottom,Niagara,Bottom,272,September,4.487500000000001
Niagara_Bottom,Niagara,Bottom,273,September,4.4125
Niagara_Bottom,Niagara,Bottom,274,October,4.191666666666666
Niagara_Bottom,Niagara,Bottom,275,October,4.033333333333333
Niagara_Bottom,Niagara,Bottom,276,October,3.966666666666667
Niagara_Bottom,Niagara,Bottom,277,October,4.029166666666667
Niagara_Bottom,Niagara,Bottom,278,October,4.239583333333333
Niagara_Bottom,Niagara,Bottom,279,October,4.572916666666667
Niagara_Bottom,Niagara,Bottom,280,October,5.054166666666667
Niagara_Bottom,Niagara,Bottom,281,October,5.764583333333333
Niagara_Bottom,Niagara,Bottom,282,October,5.589583333333333
Niagara_Bottom,Niagara,Bottom,283,October,4.172916666666667
Niagara_Bottom,Niagara,Bottom,284,October,3.9541666666666666
Niagara_Bottom,Niagara,Bottom,285,October,3.90625
Niagara_Bottom,Niagara,Bottom,286,October,3.9208333333333334
Niagara_Bottom,Niagara,Bottom,287,October,3.7729166666666667
Niagara_Bottom,Niagara,Bottom,288,October,3.75
Niagara_Bottom,Niagara,Bottom,289,October,3.7104166666666667
Niagara_Bottom,Niagara,Bottom,290,October,4.035416666666666
Niagara_Bottom,Niagara,Bottom,291,October,4.035416666666666
Niagara_Bottom,Niagara,Bottom,292,October,3.9770833333333333
Niagara_Bottom,Niagara,Bottom,293,October,4.229166666666667
Niagara_Bottom,Niagara,Bottom,294,October,4.252083333333333
Niagara_Bottom,Niagara,Bottom,295,October,4
Niagara_Bottom,Niagara,Bottom,296,October,3.9145833333333333
Niagara_Bottom,Niagara,Bottom,297,October,3.9208333333333334
Niagara_Bottom,Niagara,Bottom,298,October,3.9166666666666665
Niagara_Bottom,Niagara,Bottom,299,October,3.83125
Niagara_Bottom,Niagara,Bottom,300,October,3.9187499999999997
Niagara_Bottom,Niagara,Bottom,301,October,4.083333333333333
Niagara_Bottom,Niagara,Bottom,302,October,3.9520833333333334
Niagara_Bottom,Niagara,Bottom,303,October,3.93125
Niagara_Bottom,Niagara,Bottom,304,October,3.995833333333333
Niagara_Bottom,Niagara,Bottom,305,November,4.204166666666667
Niagara_Bottom,Niagara,Bottom,306,November,4.402083333333334
Niagara_Bottom,Niagara,Bottom,307,November,4.3375
Niagara_Bottom,Niagara,Bottom,308,November,4.520833333333333
Niagara_Bottom,Niagara,Bottom,309,November,4.745833333333334
Niagara_Bottom,Niagara,Bottom,310,November,4.797916666666667
Niagara_Bottom,Niagara,Bottom,311,November,4.752083333333333
Niagara_Bottom,Niagara,Bottom,312,November,4.78125
Niagara_Bottom,Niagara,Bottom,313,November,4.204166666666667
Niagara_Bottom,Niagara,Bottom,314,November,4.058333333333334
Niagara_Bottom,Niagara,Bottom,315,November,4.1625
Niagara_Bottom,Niagara,Bottom,316,November,4.189583333333333
Niagara_Bottom,Niagara,Bottom,317,November,4.339583333333334
Niagara_Bottom,Niagara,Bottom,318,November,4.402083333333334
Niagara_Bottom,Niagara,Bottom,319,November,4.452083333333333
Niagara_Bottom,Niagara,Bottom,320,November,4.247916666666667
Niagara_Bottom,Niagara,Bottom,321,November,4.120833333333334
Niagara_Bottom,Niagara,Bottom,322,November,5.264583333333333
Niagara_Bottom,Niagara,Bottom,323,November,5.497916666666668
Niagara_Bottom,Niagara,Bottom,324,November,5.258333333333334
Niagara_Bottom,Niagara,Bottom,325,November,5.227083333333334
Niagara_Bottom,Niagara,Bottom,326,November,4.866666666666667
Niagara_Bottom,Niagara,Bottom,327,November,4.741666666666666
Niagara_Bottom,Niagara,Bottom,328,November,4.935416666666667
Niagara_Bottom,Niagara,Bottom,329,November,5.604166666666667
Niagara_Bottom,Niagara,Bottom,330,November,5.291666666666667
Niagara_Bottom,Niagara,Bottom,331,November,5.175
Niagara_Bottom,Niagara,Bottom,332,November,4.979166666666667
Niagara_Bottom,Niagara,Bottom,333,November,4.9125
Niagara_Bottom,Niagara,Bottom,334,November,4.889583333333334
Niagara_Bottom,Niagara,Bottom,335,December,5.497916666666667
Niagara_Bottom,Niagara,Bottom,336,December,5.358333333333333
Niagara_Bottom,Niagara,Bottom,337,December,5.052083333333334
Niagara_Bottom,Niagara,Bottom,338,December,4.94375
Niagara_Bottom,Niagara,Bottom,339,December,4.770833333333333
Niagara_Bottom,Niagara,Bottom,340,December,4.822916666666666
Niagara_Bottom,Niagara,Bottom,341,December,4.95
Niagara_Bottom,Niagara,Bottom,342,December,4.908333333333333
Niagara_Bottom,Niagara,Bottom,343,December,4.9625
Niagara_Bottom,Niagara,Bottom,344,December,4.870833333333334
Niagara_Bottom,Niagara,Bottom,345,December,4.9125
Niagara_Bottom,Niagara,Bottom,346,December,4.922916666666667
Niagara_Bottom,Niagara,Bottom,347,December,4.708333333333333
Niagara_Bottom,Niagara,Bottom,348,December,4.63125
Niagara_Bottom,Niagara,Bottom,349,December,4.50625
Niagara_Bottom,Niagara,Bottom,350,December,4.454166666666667
Niagara_Bottom,Niagara,Bottom,351,December,4.63125
Niagara_Bottom,Niagara,Bottom,352,December,4.583333333333333
Niagara_Bottom,Niagara,Bottom,353,December,4.429166666666666
Niagara_Bottom,Niagara,Bottom,354,December,4.110416666666667
Niagara_Bottom,Niagara,Bottom,355,December,3.94375
Niagara_Bottom,Niagara,Bottom,356,December,3.9562500000000003
Niagara_Bottom,Niagara,Bottom,357,December,3.910416666666667
Niagara_Bottom,Niagara,Bottom,358,December,3.9
Niagara_Bottom,Niagara,Bottom,359,December,3.7791666666666663
Niagara_Bottom,Niagara,Bottom,360,December,3.7666666666666666
Niagara_Bottom,Niagara,Bottom,361,December,3.83125
Niagara_Bottom,Niagara,Bottom,362,December,3.8020833333333335
Niagara_Bottom,Niagara,Bottom,363,December,3.845833333333333
Niagara_Bottom,Niagara,Bottom,364,December,3.85
Niagara_Bottom,Niagara,Bottom,365,December,3.845833333333333
Niagara_Surface,Niagara,Surface,1,January,4.411553301130022
Niagara_Surface,Niagara,Surface,2,January,4.401216645740327
Niagara_Surface,Niagara,Surface,3,January,4.201463778541202
Niagara_Surface,Niagara,Surface,4,January,3.5199228289269464
Niagara_Surface,Niagara,Surface,5,January,3.574402457682294
Niagara_Surface,Niagara,Surface,6,January,3.577686108398436
Niagara_Surface,Niagara,Surface,7,January,3.74363233235677
Niagara_Surface,Niagara,Surface,8,January,3.8353979248046874
Niagara_Surface,Niagara,Surface,9,January,3.837279956054687
Niagara_Surface,Niagara,Surface,10,January,3.9250423339843743
Niagara_Surface,Niagara,Surface,11,January,3.2656117106119797
Niagara_Surface,Niagara,Surface,12,January,3.215891235351562
Niagara_Surface,Niagara,Surface,13,January,3.7424990804036455
Niagara_Surface,Niagara,Surface,14,January,3.6263564453125006
Niagara_Surface,Niagara,Surface,15,January,3.690369580078125
Niagara_Surface,Niagara,Surface,16,January,3.593576798502604
Niagara_Surface,Niagara,Surface,17,January,3.4534692138671876
Niagara_Surface,Niagara,Surface,18,January,3.725646248372396
Niagara_Surface,Niagara,Surface,19,January,3.5588868489583336
Niagara_Surface,Niagara,Surface,20,January,3.497734781901042
Niagara_Surface,Niagara,Surface,21,January,3.2592993082682296
Niagara_Surface,Niagara,Surface,22,January,2.8430584147135414
Niagara_Surface,Niagara,Surface,23,January,3.1633243815104164
Niagara_Surface,Niagara,Surface,24,January,3.114878068033854
Niagara_Surface,Niagara,Surface,25,January,2.3261732096354173
Niagara_Surface,Niagara,Surface,26,January,2.3405697428385412
Niagara_Surface,Niagara,Surface,27,January,2.6526235351562497
Niagara_Surface,Niagara,Surface,28,January,2.4520947998046867
Niagara_Surface,Niagara,Surface,29,January,2.465893424479167
Niagara_Surface,Niagara,Surface,30,January,2.5507326985677086
Niagara_Surface,Niagara,Surface,31,January,3.1060879964192707
Niagara_Surface,Niagara,Surface,32,February,3.153013606770833
Niagara_Surface,Niagara,Surface,33,February,2.9404754475911457
Niagara_Surface,Niagara,Surface,34,February,2.875647794596353
Niagara_Surface,Niagara,Surface,35,February,2.39365948079427
Niagara_Surface,Niagara,Surface,36,February,2.8516416015624997
Niagara_Surface,Niagara,Surface,37,February,2.692001334635417
Niagara_Surface,Niagara,Surface,38,February,2.5121305338541666
Niagara_Surface,Niagara,Surface,39,February,2.7047870442708306
Niagara_Surface,Niagara,Surface,40,February,2.819324812825521
Niagara_Surface,Niagara,Surface,41,February,3.1835116455078127
Niagara_Surface,Niagara,Surface,42,February,3.228116365559896
Niagara_Surface,Niagara,Surface,43,February,3.141919938151042
Niagara_Surface,Niagara,Surface,44,February,3.1641039713541668
Niagara_Surface,Niagara,Surface,45,February,3.2965229085286456
Niagara_Surface,Niagara,Surface,46,February,3.2909314208984375
Niagara_Surface,Niagara,Surface,47,February,3.344404508463542
Niagara_Surface,Niagara,Surface,48,February,3.44923583984375
Niagara_Surface,Niagara,Surface,49,February,3.4722317545572916
Niagara_Surface,Niagara,Surface,50,February,3.3792483235677087
Niagara_Surface,Niagara,Surface,51,February,3.4326221516927085
Niagara_Surface,Niagara,Surface,52,February,3.0693635091145834
Niagara_Surface,Niagara,Surface,53,February,3.238750537109375
Niagara_Surface,Niagara,Surface,54,February,3.38526455078125
Niagara_Surface,Niagara,Surface,55,February,3.3278304117838533
Niagara_Surface,Niagara,Surface,56,February,3.0344628499348953
Niagara_Surface,Niagara,Surface,57,February,2.942205354817708
Niagara_Surface,Niagara,Surface,58,February,2.9108328287760417
Niagara_Surface,Niagara,Surface,59,February,2.9189176839192705
Niagara_Surface,Niagara,Surface,60,February,3.3545366048177083
Niagara_Surface,Niagara,Surface,60,March,2.6028833333333337
Niagara_Surface,Niagara,Surface,61,March,3.091646647135416
Niagara_Surface,Niagara,Surface,62,March,3.11046270345052
Niagara_Surface,Niagara,Surface,63,March,3.0333716715494794
Niagara_Surface,Niagara,Surface,64,March,2.9511287272135416
Niagara_Surface,Niagara,Surface,65,March,3.122067211914062
Niagara_Surface,Niagara,Surface,66,March,3.042869596354167
Niagara_Surface,Niagara,Surface,67,March,3.085852726236979
Niagara_Surface,Niagara,Surface,68,March,2.8922123779296878
Niagara_Surface,Niagara,Surface,69,March,3.1523765624999998
Niagara_Surface,Niagara,Surface,70,March,3.196854931640624
Niagara_Surface,Niagara,Surface,71,March,3.123316323490466
Niagara_Surface,Niagara,Surface,72,March,2.9037723876953123
Niagara_Surface,Niagara,Surface,73,March,3.099215771484375
Niagara_Surface,Niagara,Surface,74,March,3.079889729817709
Niagara_Surface,Niagara,Surface,75,March,3.054405476888021
